,Customer ID,Total Quantity,Total Price,Country,Date,Is Back,Purchase Count
952,12365,173,15.0,Cyprus,2011-02-21,No,21
953,16602,336,10.2,United Kingdom,2011-11-03,Yes,29
954,15192,196,39.6,United Kingdom,2010-12-09,Yes,15
955,13165,496,20.16,United Kingdom,2010-12-23,Yes,13
956,15318,642,9.0,United Kingdom,2011-12-06,No,33
957,16792,44,3.75,United Kingdom,2011-03-02,No,12
958,16351,90,19.5,United Kingdom,2011-01-11,No,8
959,13914,125,16.5,United Kingdom,2011-11-03,Yes,16
960,17278,179,25.5,United Kingdom,2011-04-12,No,15
961,17250,70,19.95,United Kingdom,2011-03-23,Yes,23
962,18071,157,23.4,United Kingdom,2010-12-09,Yes,14
963,14355,92,17.7,United Kingdom,2010-12-09,No,11
964,12791,97,177.6,Netherlands,2010-12-01,No,1
965,13647,267,16.5,United Kingdom,2011-04-19,Yes,23
966,13167,367,41.76,United Kingdom,2011-07-19,Yes,13
967,13689,512,179.0,United Kingdom,2011-10-07,No,6
968,14800,437,6.3,United Kingdom,2010-12-05,Yes,51
969,15753,144,79.2,United Kingdom,2011-02-08,No,1
970,15570,165,7.5,United Kingdom,2010-12-05,Yes,44
971,12398,1394,15.0,Switzerland,2011-10-25,No,84
972,18118,212,1.25,United Kingdom,2010-12-05,Yes,118
973,13059,35,17.7,United Kingdom,2011-04-04,No,8
974,13726,384,15.0,United Kingdom,2011-08-31,Yes,23
975,15174,145,15.6,United Kingdom,2011-01-21,No,11
976,13777,3348,121.68,United Kingdom,2010-12-01,Yes,33
977,14375,194,2.95,United Kingdom,2011-06-07,No,75
978,12635,399,9.96,Germany,2011-07-08,Yes,39
979,12851,109,4.16,United Kingdom,2011-09-04,No,50
980,14248,102,15.0,United Kingdom,2011-01-25,No,8
981,15092,116,15.9,United Kingdom,2011-03-01,Yes,19
982,13466,259,17.7,United Kingdom,2011-06-08,Yes,17
983,15415,575,15.0,United Kingdom,2011-01-30,No,48
984,16948,96,7.8,United Kingdom,2011-01-18,Yes,5
985,16959,49,12.75,United Kingdom,2011-09-13,No,7
986,14816,5,9.95,United Kingdom,2011-05-26,No,4
987,14290,220,18.6,United Kingdom,2010-12-13,Yes,23
988,17282,617,2.1,United Kingdom,2011-02-13,Yes,84
989,15645,256,0.42,United Kingdom,2011-11-21,No,51
990,12647,91,13.5,Germany,2010-12-05,Yes,17
991,13551,12,17.85,United Kingdom,2011-01-24,No,4
992,12679,333,72.0,France,2011-03-01,Yes,41
993,17158,251,15.0,United Kingdom,2010-12-14,Yes,25
994,12545,346,15.0,Spain,2011-03-25,Yes,33
995,16031,219,9.95,United Kingdom,2011-04-06,Yes,39
996,13069,183,4.25,United Kingdom,2010-12-05,Yes,43
997,14629,215,16.5,United Kingdom,2011-10-23,Yes,84
998,17085,226,9.95,United Kingdom,2010-12-12,Yes,56
999,16711,36,214.2,United Kingdom,2010-12-17,Yes,1
1000,13681,96,25.2,United Kingdom,2011-07-07,Yes,13
1001,13869,156,10.5,United Kingdom,2010-12-17,Yes,21
1002,16319,72,142.8,United Kingdom,2011-05-06,No,3
1003,13844,196,20.8,United Kingdom,2011-11-28,No,20
1004,14331,236,17.85,United Kingdom,2011-07-27,Yes,24
1005,13013,802,23.4,United Kingdom,2010-12-03,Yes,67
1006,12865,-48,-20.16,Austria,2010-12-15,Yes,1
1007,14840,31,15.0,United Kingdom,2011-03-17,No,4
1008,17929,36,98.1,United Kingdom,2011-02-04,Yes,2
1009,14499,73,4.95,United Kingdom,2011-03-06,Yes,44
1010,17436,48,45.9,United Kingdom,2011-04-27,Yes,4
1011,12906,1163,39.6,United Kingdom,2011-09-22,Yes,47
1012,15089,674,6.96,United Kingdom,2011-08-03,Yes,69
1013,15790,114,5.9,United Kingdom,2011-11-29,No,35
1014,16943,97,27.0,United Kingdom,2011-01-25,Yes,21
1015,13109,260,10.5,United Kingdom,2011-07-05,Yes,24
1016,12843,52,29.7,United Kingdom,2011-03-20,Yes,4
1017,14582,73,19.9,United Kingdom,2011-10-30,No,6
1018,13928,20,35.4,United Kingdom,2011-07-29,Yes,5
1019,16803,245,10.0,United Kingdom,2011-10-05,No,24
1020,17402,120,271.2,United Kingdom,2010-12-05,Yes,24
1021,14898,18,30.0,United Kingdom,2010-12-03,Yes,3
1022,17449,264,7.95,United Kingdom,2010-12-15,Yes,73
1023,16755,193,15.9,United Kingdom,2011-01-28,Yes,16
1024,17696,88,39.6,United Kingdom,2010-12-10,Yes,7
1025,17187,144,30.6,United Kingdom,2011-04-27,No,10
1026,16214,286,25.5,United Kingdom,2011-03-15,Yes,30
1027,16213,48,11.7,United Kingdom,2011-09-22,No,6
1028,16009,208,6.24,United Kingdom,2011-07-03,Yes,66
1029,14110,388,8.5,United Kingdom,2011-03-18,Yes,32
1030,14719,188,20.4,United Kingdom,2011-04-04,Yes,40
1031,14438,82,7.5,United Kingdom,2011-02-06,No,9
1032,16539,301,15.3,United Kingdom,2010-12-01,Yes,21
1033,17222,128,7.5,United Kingdom,2011-10-05,No,28
1034,12415,4662,222.0,Australia,2011-01-06,Yes,46
1035,12508,203,8.85,France,2011-11-10,Yes,52
1036,16525,198,51.0,United Kingdom,2010-12-08,Yes,9
1037,17880,314,15.0,United Kingdom,2010-12-10,No,26
1038,13740,425,5.04,United Kingdom,2011-04-13,No,23
1039,16669,481,38.25,United Kingdom,2011-09-22,Yes,76
1040,12895,142,19.8,United Kingdom,2011-09-14,Yes,16
1041,14661,35,0.85,United Kingdom,2011-11-13,No,4
1042,15125,2224,72.0,United Kingdom,2011-03-14,Yes,38
1043,12643,578,36.0,France,2011-01-11,Yes,1
1044,13304,238,12.6,United Kingdom,2010-12-23,No,21
1045,16271,128,5.8,United Kingdom,2010-12-16,Yes,16
1046,13693,-6,-9.95,United Kingdom,2011-01-18,No,4
1047,12413,177,12.6,France,2011-01-06,Yes,23
1048,14194,217,13.5,United Kingdom,2011-02-04,Yes,30
1049,13673,55,29.95,United Kingdom,2011-11-07,Yes,41
1050,13684,38,3.0,United Kingdom,2011-02-27,No,31
1051,17247,106,2.08,United Kingdom,2011-11-24,No,55
1052,18250,199,14.85,United Kingdom,2011-02-02,Yes,21
1053,13307,4,15.0,United Kingdom,2011-08-11,No,1
1054,18001,285,2.55,United Kingdom,2011-09-14,Yes,42
1055,17788,3,8.5,United Kingdom,2011-08-02,Yes,2
1056,17913,100,9.9,United Kingdom,2010-12-19,Yes,31
1057,15655,324,15.9,United Kingdom,2011-04-10,Yes,34
1058,15801,70,17.0,United Kingdom,2011-08-22,Yes,9
1059,14406,77,20.8,United Kingdom,2011-08-12,No,8
1060,15483,145,5.95,United Kingdom,2011-03-18,Yes,54
1061,13473,198,23.4,United Kingdom,2011-01-11,Yes,12
1062,12797,118,15.0,Portugal,2010-12-09,Yes,12
1063,16440,115,6.3,United Kingdom,2011-05-09,Yes,35
1064,16838,93,13.52,United Kingdom,2011-02-24,Yes,14
1065,15653,48,17.4,United Kingdom,2011-08-16,Yes,4
1066,16763,319,89.7,United Kingdom,2011-05-25,Yes,23
1067,14700,321,0.85,United Kingdom,2011-04-15,Yes,40
1068,12920,129,7.95,United Kingdom,2011-11-22,No,28
1069,16485,235,7.5,United Kingdom,2011-09-23,No,42
1070,14959,138,3.75,United Kingdom,2011-02-16,Yes,22
1071,13379,166,5.04,United Kingdom,2011-07-26,Yes,13
1072,12503,-1,-1126.0,Spain,2011-01-06,No,0
1073,15119,88,33.9,United Kingdom,2011-04-08,No,14
1074,14862,430,4.0,United Kingdom,2011-07-14,Yes,21
1075,13301,95,30.6,United Kingdom,2011-02-20,Yes,20
1076,12952,408,14.85,United Kingdom,2011-09-22,Yes,41
1077,15160,84,106.2,United Kingdom,2010-12-17,No,4
1078,15353,131,15.0,United Kingdom,2010-12-07,Yes,12
1079,15854,92,1.25,United Kingdom,2010-12-13,Yes,15
1080,17432,115,8.4,United Kingdom,2011-11-02,Yes,15
1081,16395,246,6.75,United Kingdom,2011-01-13,Yes,41
1082,16997,200,97.5,United Kingdom,2011-01-18,Yes,4
1083,15254,275,16.8,United Kingdom,2011-08-04,No,18
1084,12924,17,3.95,United Kingdom,2011-01-16,Yes,2
1085,15402,431,34.5,United Kingdom,2011-05-27,Yes,28
1086,15288,66,4.25,United Kingdom,2010-12-09,Yes,26
1087,14489,299,29.88,United Kingdom,2011-05-16,No,30
1088,15973,106,17.4,United Kingdom,2010-12-08,Yes,4
1089,13560,64,2.95,United Kingdom,2011-12-02,No,33
1090,15225,226,15.0,United Kingdom,2011-04-19,No,23
1091,13798,160,408.0,United Kingdom,2010-12-02,Yes,1
1092,15123,509,15.3,United Kingdom,2011-05-17,Yes,53
1093,18006,220,2.5,United Kingdom,2011-11-16,No,22
1094,12766,424,25.2,Portugal,2010-12-08,Yes,52
1095,15235,34,17.7,United Kingdom,2010-12-01,Yes,5
1096,15396,122,68.0,United Kingdom,2011-08-19,No,14
1097,16589,112,15.8,United Kingdom,2011-07-01,Yes,9
1098,14035,168,40.56,United Kingdom,2011-02-15,Yes,11
1099,13571,77,4.2,United Kingdom,2011-03-31,Yes,27
1100,16482,346,6.96,United Kingdom,2011-11-24,No,18
1101,14503,381,11.5,United Kingdom,2011-06-14,Yes,40
1102,17142,81,35.85,United Kingdom,2011-04-14,No,15
1103,13635,677,17.4,United Kingdom,2011-10-03,No,62
1104,13544,75,5.75,United Kingdom,2011-04-13,Yes,49
1105,18027,78,15.3,United Kingdom,2011-09-02,No,21
1106,17980,235,50.15,United Kingdom,2010-12-15,Yes,15
1107,14657,209,4.47,United Kingdom,2011-01-17,Yes,62
1108,16931,82,1.25,United Kingdom,2010-12-05,Yes,41
1109,13391,4,59.8,United Kingdom,2011-05-20,No,1
1110,17705,88,15.0,United Kingdom,2011-02-11,Yes,10
1111,13207,72,35.4,United Kingdom,2011-07-12,Yes,5
1112,17985,183,12.75,United Kingdom,2011-11-17,No,23
1113,17220,83,11.25,United Kingdom,2010-12-10,Yes,32
1114,14731,86,7.95,United Kingdom,2011-05-11,Yes,24
1115,14404,57,0.85,United Kingdom,2010-12-05,Yes,26
1116,16305,256,19.8,United Kingdom,2011-07-24,No,22
1117,12538,191,39.8,Spain,2011-11-10,No,21
1118,17501,160,13.2,United Kingdom,2011-05-03,No,18
1119,17486,191,17.0,United Kingdom,2011-03-23,No,24
1120,13319,-5,-7.95,United Kingdom,2010-12-07,Yes,3
1121,15135,43,19.5,United Kingdom,2011-04-14,Yes,9
1122,12590,4283,237.6,Germany,2011-05-12,Yes,67
1123,16907,68,1.69,United Kingdom,2010-12-09,Yes,34
1124,13662,175,17.4,United Kingdom,2011-03-25,Yes,17
1125,16572,202,9.95,United Kingdom,2011-03-09,Yes,21
1126,13137,141,2.95,United Kingdom,2011-02-04,Yes,48
1127,16757,81,5.04,United Kingdom,2011-01-25,No,7
1128,16127,323,19.5,United Kingdom,2011-10-31,No,40
1129,17528,768,10.5,United Kingdom,2011-09-29,Yes,122
1130,16189,102,17.4,United Kingdom,2011-09-15,Yes,6
1131,13260,142,19.92,United Kingdom,2011-10-09,No,8
1132,16240,935,290.0,United Kingdom,2011-09-23,Yes,75
1133,15619,136,145.0,United Kingdom,2011-11-29,No,3
1134,12481,85,18.0,Germany,2010-12-09,Yes,9
1135,13006,55,31.8,United Kingdom,2011-10-14,No,4
1136,16414,16,15.9,United Kingdom,2011-03-04,Yes,3
1137,15475,319,17.85,United Kingdom,2011-09-23,No,29
1138,15212,36,11.6,United Kingdom,2011-04-12,Yes,5
1139,14844,582,17.0,United Kingdom,2011-04-12,Yes,40
1140,16404,157,15.6,United Kingdom,2011-09-30,No,23
1141,13064,60,19.9,United Kingdom,2011-01-16,Yes,9
1142,13579,46,18.6,United Kingdom,2010-12-05,Yes,9
1143,14555,98,11.8,United Kingdom,2011-02-10,Yes,16
1144,17812,144,4.25,United Kingdom,2010-12-06,Yes,33
1145,13448,162,6.96,United Kingdom,2010-12-01,Yes,18
1146,12853,138,15.0,United Kingdom,2011-01-28,Yes,20
1147,14882,66,45.0,United Kingdom,2011-11-06,Yes,6
1148,17061,586,1.95,United Kingdom,2011-04-21,Yes,41
1149,13522,44,17.7,United Kingdom,2011-11-09,No,5
1150,16505,576,358.56,United Kingdom,2011-11-08,No,4
1151,16278,114,220.0,United Kingdom,2011-08-31,Yes,23
1152,16066,186,35.7,United Kingdom,2011-08-07,Yes,6
1153,15809,112,10.5,United Kingdom,2011-02-10,Yes,13
1154,16612,135,19.9,United Kingdom,2011-02-01,Yes,18
1155,15734,133,51.0,United Kingdom,2011-05-23,Yes,11
1156,13502,60,20.4,United Kingdom,2011-01-20,Yes,4
1157,16820,307,23.4,United Kingdom,2011-09-05,No,26
1158,17858,87,13.95,United Kingdom,2010-12-05,Yes,19
1159,13225,864,360.0,United Kingdom,2010-12-13,Yes,4
1160,12877,170,23.8,United Kingdom,2010-12-16,Yes,14
1161,14537,120,49.8,United Kingdom,2011-10-13,No,10
1162,15488,73,15.0,United Kingdom,2011-09-08,No,2
1163,17049,314,22.5,United Kingdom,2011-03-09,Yes,40
1164,12912,126,40.5,United Kingdom,2011-10-30,Yes,7
1165,14335,340,6.3,Germany,2011-09-04,Yes,42
1166,17109,248,1.3,United Kingdom,2011-04-21,Yes,53
1167,12436,211,12.6,Norway,2011-09-01,No,15
1168,14714,229,9.9,United Kingdom,2011-11-15,No,10
1169,12713,508,54.0,Germany,2011-12-09,No,37
1170,14145,228,297.0,United Kingdom,2011-05-06,Yes,4
1171,13052,222,23.85,United Kingdom,2011-05-11,No,18
1172,15620,395,19.8,United Kingdom,2010-12-16,Yes,31
1173,15891,442,2.55,United Kingdom,2011-04-27,No,61
1174,15537,29,1.25,United Kingdom,2011-06-29,No,24
1175,17968,160,8.5,United Kingdom,2010-12-01,No,85
1176,13211,46,8.7,United Kingdom,2010-12-13,Yes,2
1177,14715,82,10.5,United Kingdom,2011-01-12,Yes,13
1178,14856,485,19.8,United Kingdom,2011-10-14,Yes,50
1179,16837,98,13.52,United Kingdom,2011-04-08,Yes,8
1180,16652,744,15.0,United Kingdom,2011-03-11,Yes,22
1181,16777,50,4.16,United Kingdom,2011-03-27,Yes,39
1182,13499,121,17.7,United Kingdom,2011-03-15,Yes,9
1183,14690,78,-8.85,United Kingdom,2011-07-11,Yes,33
1184,17934,410,6.96,United Kingdom,2011-10-12,Yes,19
1185,15654,329,15.3,United Kingdom,2011-11-13,Yes,9
1186,15437,79,3.3,United Kingdom,2011-03-22,No,45
1187,17253,43,14.56,United Kingdom,2011-11-21,No,18
1188,15325,232,1.25,United Kingdom,2011-08-28,No,49
1189,14960,20,67.5,United Kingdom,2011-06-21,Yes,2
1190,13593,199,9.9,United Kingdom,2011-01-07,Yes,39
1191,17764,148,8.25,United Kingdom,2011-05-12,Yes,19
1192,16322,120,2.5,United Kingdom,2011-11-03,Yes,28
1193,14747,84,33.9,United Kingdom,2011-04-04,Yes,18
1194,15480,303,34.0,Malta,2011-08-15,No,45
1195,16295,259,13.2,United Kingdom,2011-10-06,Yes,22
1196,16818,322,17.7,United Kingdom,2011-05-18,Yes,35
1197,15289,333,25.2,United Kingdom,2011-04-04,Yes,19
1198,13634,127,1.7,United Kingdom,2011-01-16,Yes,38
1199,16483,44,14.95,United Kingdom,2011-05-31,No,19
1200,12512,99,7.95,Israel,2011-10-04,No,34
1201,12939,552,306.0,United Kingdom,2011-01-09,Yes,6
1202,17819,239,21.0,United Kingdom,2010-12-03,Yes,12
1203,12497,1236,177.6,Germany,2011-09-19,No,13
1204,15144,264,15.0,United Kingdom,2011-01-31,Yes,19
1205,17612,178,19.5,United Kingdom,2011-02-15,Yes,18
1206,13581,30,7.95,United Kingdom,2011-02-03,No,10
1207,13986,430,35.4,United Kingdom,2011-11-22,No,13
1208,17531,136,15.9,United Kingdom,2011-06-02,Yes,14
1209,15389,400,500.0,United Kingdom,2011-06-20,No,1
1210,15407,132,25.0,United Kingdom,2011-02-07,Yes,11
1211,14935,935,162.72,Channel Islands,2011-02-15,No,10
1212,17311,410,19.9,United Kingdom,2011-01-27,Yes,24
1213,12541,288,17.7,Spain,2011-03-04,Yes,16
1214,17365,712,1.95,United Kingdom,2011-01-11,Yes,79
1215,16366,256,30.0,United Kingdom,2011-11-21,No,18
1216,12414,145,7.56,Austria,2011-02-02,Yes,6
1217,14367,480,15.3,United Kingdom,2011-03-08,Yes,82
1218,15091,346,34.0,United Kingdom,2011-10-03,Yes,30
1219,14772,82,17.4,United Kingdom,2011-08-19,No,9
1220,17659,64,12.75,United Kingdom,2010-12-02,Yes,12
1221,13358,285,17.9,United Kingdom,2011-03-16,No,29
1222,18139,4108,102.0,United Kingdom,2011-11-21,Yes,109
1223,16496,450,13.92,United Kingdom,2011-01-27,Yes,41
1224,13524,100,25.2,United Kingdom,2011-05-04,Yes,9
1225,14577,131,10.5,United Kingdom,2010-12-12,Yes,38
1226,17763,12,15.0,United Kingdom,2011-03-21,No,1
1227,14581,217,15.6,United Kingdom,2011-11-23,No,17
1228,14350,183,19.8,United Kingdom,2011-03-10,Yes,18
1229,14552,91,3.38,United Kingdom,2011-07-11,No,58
1230,16413,148,5.9,United Kingdom,2011-10-14,No,31
1231,13607,290,23.4,United Kingdom,2011-10-30,No,98
1232,17552,144,16.5,United Kingdom,2010-12-02,Yes,13
1233,18108,84,16.8,United Kingdom,2011-03-30,Yes,17
1234,15808,355,83.7,United Kingdom,2010-12-05,Yes,64
1235,14449,142,2.5,United Kingdom,2010-12-02,Yes,50
1236,16423,230,5.04,United Kingdom,2011-11-15,No,18
1237,15823,1,15.0,United Kingdom,2010-12-02,Yes,1
1238,17931,164,1.95,United Kingdom,2011-03-29,Yes,50
1239,14573,134,3.3,United Kingdom,2010-12-02,Yes,76
1240,14542,19,17.0,United Kingdom,2011-06-07,No,5
1241,12965,283,8.25,United Kingdom,2011-09-11,No,109
1242,13600,324,4.95,United Kingdom,2011-01-31,No,19
1243,17817,26,2.5,United Kingdom,2011-03-07,Yes,13
1244,15938,32,17.0,United Kingdom,2011-01-20,Yes,5
1245,13426,142,20.0,United Kingdom,2010-12-15,Yes,9
1246,13934,390,19.8,United Kingdom,2011-03-21,No,31
1247,12357,2708,19.8,Switzerland,2011-11-06,No,131
1248,13266,-36,-45.0,United Kingdom,2010-12-15,Yes,1
1249,18008,355,2.5,United Kingdom,2011-01-25,Yes,12
1250,13871,217,14.85,United Kingdom,2011-02-04,Yes,23
1251,13188,25,99.6,United Kingdom,2011-11-28,No,2
1252,14162,110,25.5,United Kingdom,2011-02-20,Yes,13
1253,14217,26,18.95,United Kingdom,2010-12-08,Yes,7
1254,16377,1500,180.0,United Kingdom,2011-03-17,No,5
1255,13759,267,17.4,United Kingdom,2011-09-29,Yes,24
1256,13396,139,22.5,United Kingdom,2011-01-24,Yes,15
1257,13848,1000,320.0,United Kingdom,2010-12-08,Yes,1
1258,14383,201,34.0,United Kingdom,2011-06-29,Yes,15
1259,12367,173,10.2,Denmark,2011-12-05,No,10
1260,16644,751,17.34,United Kingdom,2011-05-11,Yes,54
1261,12748,1,4.95,United Kingdom,2010-12-01,Yes,1
1262,14543,40,17.0,United Kingdom,2010-12-10,Yes,5
1263,13456,100,17.4,United Kingdom,2011-05-16,Yes,13
1264,12596,156,10.5,Spain,2011-04-11,Yes,14
1265,15257,46,33.9,United Kingdom,2011-03-01,Yes,7
1266,16303,418,19.8,United Kingdom,2011-01-10,Yes,35
1267,13447,183,10.5,United Kingdom,2011-11-04,Yes,16
1268,15562,39,134.55,United Kingdom,2010-12-23,No,1
1269,15156,268,47.8,United Kingdom,2011-11-06,Yes,20
1270,13429,620,25.2,United Kingdom,2011-09-25,Yes,24
1271,14689,76,7.95,United Kingdom,2011-05-15,No,13
1272,17427,34,30.0,United Kingdom,2011-09-29,No,2
1273,17921,139,9.9,United Kingdom,2011-03-18,Yes,44
1274,13555,868,102.0,United Kingdom,2011-05-22,Yes,55
1275,16679,29,102.0,United Kingdom,2010-12-08,No,3
1276,15918,66,9.9,United Kingdom,2011-03-13,Yes,22
1277,12650,254,4.68,France,2011-12-06,No,19
1278,16526,106,13.52,United Kingdom,2011-06-21,No,15
1279,17042,329,7.8,United Kingdom,2011-04-06,Yes,43
1280,15525,124,5.04,United Kingdom,2010-12-01,Yes,57
1281,17669,234,30.0,United Kingdom,2011-04-04,Yes,7
1282,15218,296,23.8,United Kingdom,2011-01-25,Yes,28
1283,12672,78,19.5,France,2011-01-14,No,10
1284,12550,569,20.8,Spain,2011-09-21,No,56
1285,15976,125,7.95,United Kingdom,2011-05-03,Yes,50
1286,16856,12,17.7,United Kingdom,2011-11-25,No,2
1287,17147,250,30.0,United Kingdom,2011-02-01,Yes,18
1288,13268,923,10.5,United Kingdom,2011-03-17,Yes,96
1289,17838,472,5.95,United Kingdom,2010-12-02,Yes,31
1290,16018,44,3.75,United Kingdom,2011-06-12,Yes,15
1291,15130,197,15.0,United Kingdom,2011-06-23,No,22
1292,15755,198,15.0,United Kingdom,2011-02-18,Yes,19
1293,14639,272,27.04,United Kingdom,2010-12-13,Yes,41
1294,13546,109,25.5,United Kingdom,2011-05-23,Yes,27
1295,14047,108,15.6,United Kingdom,2010-12-02,Yes,12
1296,13389,115,10.2,United Kingdom,2011-04-21,Yes,18
1297,17146,91,17.7,United Kingdom,2010-12-16,Yes,16
1298,16438,117,1.45,United Kingdom,2011-09-18,Yes,37
1299,13882,84,16.5,United Kingdom,2011-10-06,Yes,12
1300,16162,4,25.5,United Kingdom,2011-04-01,No,2
1301,14664,302,7.65,United Kingdom,2011-11-06,Yes,66
1302,17068,80,6.25,United Kingdom,2010-12-06,Yes,23
1303,14447,136,34.8,United Kingdom,2011-03-04,Yes,15
1304,18150,140,10.08,United Kingdom,2011-05-22,Yes,14
1305,13690,67,10.2,United Kingdom,2011-10-11,No,9
1306,16773,171,23.4,United Kingdom,2011-10-13,No,26
1307,14034,199,23.6,United Kingdom,2011-07-05,Yes,28
1308,15376,375,15.3,United Kingdom,2011-05-01,Yes,59
1309,14185,6,12.75,United Kingdom,2011-01-12,No,3
1310,17561,146,6.25,United Kingdom,2011-11-20,No,46
1311,12697,162,80.0,Sweden,2011-06-23,Yes,18
1312,16182,500,330.0,United Kingdom,2011-02-18,Yes,4
1313,15311,197,97.75,United Kingdom,2010-12-01,Yes,36
1314,13103,82,51.0,United Kingdom,2011-10-31,No,8
1315,14709,108,19.5,United Kingdom,2010-12-16,Yes,15
1316,13497,50,27.0,United Kingdom,2010-12-06,Yes,10
1317,12553,446,19.5,France,2011-01-14,Yes,37
1318,17965,14,8.5,United Kingdom,2010-12-05,Yes,7
1319,17972,37,6.95,United Kingdom,2011-04-12,No,31
1320,14766,-2,-29.9,United Kingdom,2010-12-02,Yes,1
1321,13366,144,56.16,United Kingdom,2011-10-20,No,1
1322,14352,94,70.8,United Kingdom,2011-03-11,Yes,9
1323,13132,20,15.3,United Kingdom,2011-03-23,No,3
1324,18088,109,1.25,United Kingdom,2011-10-09,No,39
1325,14208,114,10.5,United Kingdom,2011-09-06,No,10
1326,15862,124,2.55,United Kingdom,2010-12-01,Yes,64
1327,17791,46,10.0,United Kingdom,2011-11-10,No,10
1328,13670,282,16.5,United Kingdom,2011-09-25,No,25
1329,13501,560,10.2,Switzerland,2011-02-24,Yes,52
1330,18133,1350,931.5,United Kingdom,2011-05-11,Yes,1
1331,15139,102,13.2,United Kingdom,2011-01-07,Yes,8
1332,13171,53,14.95,United Kingdom,2011-02-13,Yes,23
1333,16248,78,25.2,United Kingdom,2011-10-09,No,7
1334,17406,270,10.2,United Kingdom,2010-12-08,Yes,19
1335,14466,137,48.75,United Kingdom,2010-12-02,Yes,10
1336,17073,307,2.08,United Kingdom,2011-08-22,Yes,56
1337,16778,66,13.2,United Kingdom,2011-03-10,Yes,5
1338,17718,83,20.4,United Kingdom,2011-04-21,No,6
1339,15977,310,10.5,United Kingdom,2011-10-31,Yes,28
1340,16037,160,16.5,United Kingdom,2010-12-16,Yes,15
1341,13317,93,13.2,United Kingdom,2010-12-16,Yes,14
1342,16913,82,39.15,United Kingdom,2011-02-22,No,8
1343,15782,644,102.0,United Kingdom,2011-09-11,Yes,21
1344,14547,233,10.9,United Kingdom,2011-10-16,Yes,79
1345,12584,84,17.85,Italy,2011-03-04,Yes,17
1346,16012,219,19.8,United Kingdom,2011-07-07,Yes,24
1347,15965,74,3.4,United Kingdom,2010-12-07,Yes,16
1348,14606,93,2.1,United Kingdom,2010-12-01,Yes,40
1349,17991,2,2.95,United Kingdom,2011-04-27,Yes,2
1350,14100,64,7.95,United Kingdom,2011-07-25,No,26
1351,16780,99,12.75,United Kingdom,2011-03-25,Yes,15
1352,15398,375,16.5,United Kingdom,2011-09-22,Yes,35
1353,15667,240,9.36,United Kingdom,2011-10-31,No,13
1354,16678,182,20.4,United Kingdom,2011-03-02,Yes,18
1355,13493,66,99.0,Switzerland,2011-02-25,Yes,3
1356,15249,478,14.85,United Kingdom,2011-03-28,Yes,60
1357,12938,140,9.48,United Kingdom,2011-11-14,No,9
1358,17268,192,138.24,United Kingdom,2011-04-08,Yes,1
1359,13575,33,19.8,United Kingdom,2011-06-16,Yes,5
1360,14451,204,8.4,United Kingdom,2011-05-29,Yes,52
1361,17679,678,61.2,United Kingdom,2011-09-15,Yes,26
1362,12922,370,13.2,United Kingdom,2011-07-01,No,28
1363,13529,30,16.6,United Kingdom,2011-05-19,Yes,7
1364,16912,117,17.4,United Kingdom,2011-01-20,Yes,13
1365,16960,95,1.95,United Kingdom,2011-04-01,Yes,44
1366,13233,404,46.8,United Kingdom,2011-01-07,Yes,17
1367,15624,54,19.8,United Kingdom,2011-03-28,Yes,10
1368,12875,1728,293.76,United Kingdom,2010-12-12,Yes,1
1369,17619,127,0.85,United Kingdom,2011-01-31,No,77
1370,16494,675,40.56,United Kingdom,2011-02-16,No,50
1371,18196,241,0.85,United Kingdom,2011-02-22,Yes,78
1372,16188,71,15.8,United Kingdom,2011-04-11,Yes,9
1373,13566,343,1.25,United Kingdom,2011-09-18,Yes,113
1374,15142,365,15.0,United Kingdom,2011-10-24,No,26
1375,17593,374,15.6,United Kingdom,2010-12-22,Yes,26
1376,15327,116,38.25,United Kingdom,2011-10-18,No,10
1377,17302,99,17.7,United Kingdom,2011-02-07,Yes,11
1378,12477,-2,-2.55,Germany,2011-02-01,Yes,2
1379,16101,757,15.0,United Kingdom,2011-09-30,Yes,76
1380,14974,44,4.95,United Kingdom,2011-11-02,No,21
1381,12445,62,30.0,Spain,2011-11-17,No,3
1382,14125,972,19.8,United Kingdom,2011-09-22,Yes,84
1383,17595,85,2.5,United Kingdom,2011-11-02,Yes,34
1384,18019,7,9.9,United Kingdom,2011-10-19,No,5
1385,15610,66,15.0,United Kingdom,2011-10-19,No,6
1386,12401,11,17.85,Belgium,2011-02-09,No,4
1387,14585,91,1.66,United Kingdom,2011-10-20,No,29
1388,17896,288,103.68,United Kingdom,2011-11-16,No,2
1389,14522,168,34.2,United Kingdom,2011-05-25,Yes,7
1390,16518,124,10.2,United Kingdom,2011-02-28,Yes,11
1391,15668,72,76.32,United Kingdom,2011-05-06,No,1
1392,14135,741,12.6,United Kingdom,2010-12-02,Yes,23
1393,12995,108,38.16,United Kingdom,2011-09-15,Yes,3
1394,17364,303,19.9,United Kingdom,2011-01-12,Yes,49
1395,18200,111,5.95,United Kingdom,2011-08-25,No,32
1396,16971,72,125.0,United Kingdom,2011-11-01,Yes,41
1397,16024,398,4.95,United Kingdom,2011-11-27,No,62
1398,16370,169,16.5,United Kingdom,2011-04-28,Yes,63
1399,14476,132,5.9,United Kingdom,2011-03-27,No,19
1400,15837,189,16.6,United Kingdom,2011-10-06,No,24
1401,15932,169,16.8,United Kingdom,2011-02-23,Yes,16
